Wall time,step,time
1727932345.6642709,161,1.9333362579345703
1727932347.9630227,162,2.1795802116394043
1727932350.016624,163,1.9262335300445557
1727932352.0315573,164,1.8924312591552734
1727932354.3334363,165,2.16764497756958
1727932356.3896658,166,1.9299890995025635
1727932358.4385495,167,1.92879056930542
1727932360.7122927,168,2.149533748626709
1727932362.7685654,169,1.9273536205291748
1727932364.8245008,170,1.9219062328338623
1727932367.1265905,171,2.1756582260131836
1727932369.1758752,172,1.9210104942321777
1727932371.2295325,173,1.9041826725006104
1727932373.5385513,174,2.18312406539917
1727932375.6223507,175,1.9343466758728027
1727932377.6840835,176,1.931807041168213
1727932379.9673276,177,2.1635754108428955
1727932382.026134,178,1.9433488845825195
1727932384.0871594,179,1.9310448169708252
1727932386.3934858,180,2.1791961193084717
1727932388.4330308,181,1.9077355861663818
1727932390.4927862,182,1.9334354400634766
1727932392.795257,183,2.173802375793457
1727932394.841197,184,1.9153788089752197
1727932396.8948545,185,1.9262988567352295
1727932399.1628337,186,2.148874521255493
1727932401.20252,187,1.9141268730163574
1727932403.2593105,188,1.9278855323791504
1727932405.5814114,189,2.1896255016326904
1727932407.6081858,190,1.9034013748168945
1727932409.6737883,191,1.9378690719604492
1727932411.9977264,192,2.184990882873535
1727932414.0546045,193,1.9329330921173096
1727932416.086853,194,1.9014222621917725
1727932418.406647,195,2.1939074993133545
1727932420.462433,196,1.9329524040222168
1727932422.5179615,197,1.9325037002563477
1727932424.8300633,198,2.183458089828491
1727932426.8529956,199,1.9061999320983887
