wall time,step,accuracy
1727932109.7125034,50,0.8410999774932861
1727932111.9778938,51,0.8515999913215637
1727932114.0206997,52,0.8452000021934509
1727932116.070744,53,0.8240000009536743
1727932118.3663816,54,0.8342999815940857
1727932120.4282835,55,0.8587999939918518
1727932122.451085,56,0.8535000085830688
1727932124.7526736,57,0.8574000000953674
1727932126.7914383,58,0.8633000254631042
1727932128.8499255,59,0.8726999759674072
1727932131.131074,60,0.8503000140190125
1727932133.1966226,61,0.866100013256073
1727932135.236327,62,0.8657000064849854
1727932137.527942,63,0.8695999979972839
1727932139.5638604,64,0.8697999715805054
1727932141.6185653,65,0.8708999752998352
1727932143.930609,66,0.870199978351593
1727932145.9818711,67,0.8705999851226807
1727932148.023881,68,0.8669000267982483
1727932150.2886393,69,0.883400022983551
1727932152.3339543,70,0.8628000020980835
1727932154.3790534,71,0.8655999898910522
1727932156.6713228,72,0.8683000206947327
1727932158.6960812,73,0.8809000253677368
1727932160.75434,74,0.8809000253677368
1727932163.0475473,75,0.878000020980835
1727932165.1010628,76,0.8780999779701233
1727932167.1147244,77,0.8820000290870667
1727932169.4131825,78,0.8744999766349792
1727932171.461393,79,0.8655999898910522
1727932173.513521,80,0.871399998664856
1727932175.795966,81,0.8809000253677368
1727932177.8304167,82,0.885699987411499
1727932179.878301,83,0.8603000044822693
1727932182.1924355,84,0.8826000094413757
1727932184.2246625,85,0.8737999796867371
1727932186.2371914,86,0.8809000253677368
1727932188.5339494,87,0.8870000243186951
1727932190.5661905,88,0.864300012588501
1727932192.6248717,89,0.881600022315979
1727932194.8961716,90,0.8858000040054321
1727932196.959888,91,0.8741999864578247
1727932199.0053506,92,0.8687000274658203
1727932201.2964275,93,0.8799999952316284
1727932203.3437402,94,0.8844000101089478
1727932205.360022,95,0.8849999904632568
1727932207.6651938,96,0.8774999976158142
1727932209.7086287,97,0.8784999847412109
1727932211.7604485,98,0.8939999938011169
1727932214.0292385,99,0.8780999779701233
1727932216.0887327,100,0.8877000212669373
1727932218.1179338,101,0.8931999802589417
1727932220.4283864,102,0.8938999772071838
1727932222.4575355,103,0.8826000094413757
1727932224.5006783,104,0.8790000081062317
1727932226.7933602,105,0.8888999819755554
1727932228.8488073,106,0.8884000182151794
1727932230.883609,107,0.8984000086784363
1727932233.1587925,108,0.886900007724762
1727932235.1949801,109,0.8809999823570251
1727932237.2446814,110,0.8935999870300293
1727932239.543571,111,0.8964999914169312
1727932241.5575097,112,0.8909000158309937
1727932243.6046681,113,0.8851000070571899
1727932245.9251733,114,0.88919997215271
1727932247.9967897,115,0.8859999775886536
1727932250.021413,116,0.8756999969482422
1727932252.3208404,117,0.8921999931335449
1727932254.3693008,118,0.8881999850273132
1727932256.4208646,119,0.891700029373169
1727932258.7305255,120,0.8919000029563904
1727932260.7546883,121,0.886900007724762
1727932262.8202858,122,0.896399974822998
1727932265.1155822,123,0.8966000080108643
1727932267.1689243,124,0.8916000127792358
1727932269.1992695,125,0.8865000009536743
1727932271.5039096,126,0.8982999920845032
1727932273.5445278,127,0.8974000215530396
1727932275.5917127,128,0.8967000246047974
1727932277.8609567,129,0.8950999975204468
1727932279.9076462,130,0.9007999897003174
1727932281.9628818,131,0.902999997138977
1727932284.2451742,132,0.8939999938011169
1727932286.2971494,133,0.9002000093460083
1727932288.3300745,134,0.8896999955177307
1727932290.6291761,135,0.8991000056266785
1727932292.6680045,136,0.8946999907493591
1727932294.7213185,137,0.9031999707221985
1727932297.0058112,138,0.8967999815940857
1727932299.0403636,139,0.906000018119812
1727932301.0778837,140,0.894599974155426
1727932303.379253,141,0.8942999839782715
1727932305.401738,142,0.9028000235557556
1727932307.4474747,143,0.9014999866485596
1727932309.7726614,144,0.9009000062942505
1727932311.8317907,145,0.8991000056266785
1727932313.8867762,146,0.9024999737739563
1727932316.1573758,147,0.9017000198364258
1727932318.2088976,148,0.9014999866485596
1727932320.2483325,149,0.9016000032424927
1727932322.5491085,150,0.8980000019073486
1727932324.5743496,151,0.9006999731063843
1727932326.622284,152,0.8982999920845032
1727932328.9229212,153,0.902899980545044
1727932330.9790952,154,0.9010000228881836
1727932333.0131872,155,0.9021000266075134
1727932335.306488,156,0.9028000235557556
1727932337.3490386,157,0.9017000198364258
1727932339.4061856,158,0.9020000100135803
1727932341.7030041,159,0.9078999757766724
1727932343.7308097,160,0.9057999849319458
1727932345.7833252,161,0.9039999842643738
1727932348.0902753,162,0.9023000001907349
1727932350.139006,163,0.9075999855995178
1727932352.1656733,164,0.9053999781608582
1727932354.4594936,165,0.9085999727249146
1727932356.509634,166,0.9103999733924866
1727932358.5627043,167,0.9072999954223633
1727932360.8410873,168,0.9108999967575073
1727932362.902475,169,0.9122999906539917
1727932364.950808,170,0.9110000133514404
1727932367.2547185,171,0.9099000096321106
1727932369.3252294,172,0.9071000218391418
1727932371.35531,173,0.9101999998092651
1727932373.6878872,174,0.9088000059127808
1727932375.7521548,175,0.9125999808311462
1727932377.8036265,176,0.9079999923706055
1727932380.082664,177,0.9101999998092651
1727932382.1559575,178,0.9107999801635742
1727932384.2141652,179,0.9121000170707703
1727932386.5251675,180,0.9117000102996826
1727932388.5592258,181,0.9136999845504761
1727932390.621306,182,0.9107999801635742
1727932392.925669,183,0.9142000079154968
1727932394.9684343,184,0.9144999980926514
1727932397.0138102,185,0.9128999710083008
1727932399.288272,186,0.9143000245094299
1727932401.3313017,187,0.9146999716758728
1727932403.391663,188,0.9128999710083008
1727932405.7046547,189,0.9133999943733215
1727932407.7357988,190,0.9138000011444092
1727932409.8126163,191,0.9160000085830688
1727932412.1215522,192,0.9172999858856201
1727932414.1853132,193,0.9178000092506409
1727932416.2126083,194,0.916100025177002
1727932418.529362,195,0.9161999821662903
1727932420.5853379,196,0.9169999957084656
1727932422.6464863,197,0.9174000024795532
1727932424.946672,198,0.9168000221252441
1727932426.9746873,199,0.9164999723434448
